4.900000000000000000e+01 1.476400000000000108e-03 2.648771186795869422e-04
5.800000000000000000e+01 3.771199999999999726e-03 7.159128438574081303e-05
6.700000000000000000e+01 5.630599999999999494e-03 3.288233568346378123e-05
7.900000000000000000e+01 9.227799999999997810e-03 6.297898062052123276e-05
9.200000000000000000e+01 1.315600000000000103e-02 2.030735827231105540e-04
1.070000000000000000e+02 1.560019999999999810e-02 3.001986640876338000e-03
1.250000000000000000e+02 2.371199999999999697e-02 7.813584068786872186e-04
1.460000000000000000e+02 4.187380000000000269e-02 4.617092291908404290e-03
1.700000000000000000e+02 4.118379999999999957e-02 6.323383830829819134e-03
1.990000000000000000e+02 6.388099999999999334e-02 7.998853857897392228e-03
2.320000000000000000e+02 1.137548000000000031e-01 7.819387921826107327e-03
2.710000000000000000e+02 1.291789999999999883e-01 2.097054353134414177e-03
3.160000000000000000e+02 2.037967999999999724e-01 3.064218530066058059e-04
3.680000000000000000e+02 3.503277999999999670e-01 1.575523952569430827e-02
4.300000000000000000e+02 5.740496000000000487e-01 1.763425944597619630e-02
5.010000000000000000e+02 9.304999999999999938e-01 3.654686824120500360e-02
5.840000000000000000e+02 1.399385800000000124e+00 3.053266955167858315e-02
6.810000000000000000e+02 3.453018800000000166e+00 4.436007100571408290e-02
7.950000000000000000e+02 6.551285999999999277e+00 9.196659795034285712e-02
9.270000000000000000e+02 1.385650779999999926e+01 3.058875317849225062e-01
1.081000000000000000e+03 2.646482100000000059e+01 2.992683964204712055e-01
1.261000000000000000e+03 4.045117919999999856e+01 8.343152537279922842e-02
1.470000000000000000e+03 6.545145019999999647e+01 8.671279255100661221e-01
1.715000000000000000e+03 1.067180264000000136e+02 2.114644444821803582e+00
2.000000000000000000e+03 1.249110861999999997e+02 8.265733288854013594e+00
