4.900000000000000000e+01 1.497399999999999860e-03 2.765125096627637320e-04
5.800000000000000000e+01 3.928200000000000615e-03 2.927393926344726001e-04
6.700000000000000000e+01 5.453000000000000382e-03 1.473499236511543587e-05
7.900000000000000000e+01 8.868400000000000241e-03 6.617709573560934093e-05
9.200000000000000000e+01 1.302859999999999782e-02 2.731434202026475225e-04
1.070000000000000000e+02 1.474220000000000044e-02 2.614273304763678127e-03
1.250000000000000000e+02 2.242599999999999802e-02 1.116320921599159690e-03
1.460000000000000000e+02 3.475380000000000136e-02 3.538270553815804458e-03
1.700000000000000000e+02 3.353300000000000031e-02 4.627986318043735177e-03
1.990000000000000000e+02 4.332479999999998971e-02 2.462952819686155780e-03
2.320000000000000000e+02 6.240219999999999795e-02 5.981345266743940412e-04
2.710000000000000000e+02 9.859359999999998958e-02 5.063854342296934732e-04
3.160000000000000000e+02 1.552714000000000039e-01 4.614445665515981522e-04
3.680000000000000000e+02 2.439325999999999994e-01 2.984087934361245886e-04
4.300000000000000000e+02 3.935626000000000402e-01 4.331127821711108598e-03
5.010000000000000000e+02 6.240071999999999841e-01 6.682041037886539935e-03
5.840000000000000000e+02 9.858526000000000789e-01 8.265760826929344912e-03
6.810000000000000000e+02 1.541360599999999748e+00 1.433424392146244496e-03
7.950000000000000000e+02 2.475837599999999750e+00 1.172881191800775186e-02
9.270000000000000000e+02 3.939254400000000267e+00 6.301542837115994833e-03
1.081000000000000000e+03 6.673857199999998713e+00 4.977890285203172283e-02
1.261000000000000000e+03 1.010705980000000181e+01 2.342428489478344533e-02
1.470000000000000000e+03 1.656534540000000177e+01 2.502913156170786801e-01
1.715000000000000000e+03 2.626196900000000056e+01 1.725927311438094358e-01
2.000000000000000000e+03 3.336394920000000042e+01 2.223338442909840396e+00
