val_loss,val_acc,train_loss,train_acc
2.946195363998413,0.0234375,,
0.754213809967041,0.7486666440963745,1.1640605926513672,0.53125
0.7378991842269897,0.7599166631698608,1.2858164310455322,0.578125
0.7375949025154114,0.7459999918937683,1.0942741632461548,0.59375
0.7289344668388367,0.7721666693687439,1.1850203275680542,0.515625
0.7190718054771423,0.7720833420753479,1.2409772872924805,0.515625
0.7344124913215637,0.7638333439826965,1.1294559240341187,0.578125
0.745917558670044,0.7305833101272583,1.2134443521499634,0.5625
0.7210214138031006,0.7508333325386047,1.0449918508529663,0.53125
0.7105334401130676,0.7756666541099548,0.9808796644210815,0.625
0.7136892676353455,0.7674999833106995,1.2800893783569336,0.5625
0.7102621793746948,0.768750011920929,1.0642484426498413,0.609375
0.7275433540344238,0.765999972820282,1.2154796123504639,0.484375
0.7202882766723633,0.7634999752044678,1.0652467012405396,0.5
0.7249165773391724,0.7632499933242798,1.1245466470718384,0.53125
0.7124117612838745,0.7455000281333923,1.0955008268356323,0.53125
0.7105337977409363,0.765500009059906,1.2211337089538574,0.59375
0.724760890007019,0.7548333406448364,1.147951602935791,0.546875
0.7142306566238403,0.7691666483879089,1.1920915842056274,0.5
0.7084152698516846,0.7620833516120911,1.1800403594970703,0.578125
0.7166716456413269,0.7379166483879089,1.0145576000213623,0.625
0.7148334383964539,0.7681666612625122,1.2698012590408325,0.515625
0.7108861207962036,0.7664999961853027,1.0915216207504272,0.578125
0.7272424101829529,0.7443333268165588,1.0963482856750488,0.578125
0.719953179359436,0.7523333430290222,0.9786537289619446,0.625
0.7190567851066589,0.765500009059906,1.258355975151062,0.53125
0.7072737812995911,0.7589166760444641,1.1563397645950317,0.53125
0.7217379808425903,0.7555833458900452,1.1447100639343262,0.609375
0.728701114654541,0.7724999785423279,1.2018228769302368,0.59375
0.7083791494369507,0.7511666417121887,1.18047297000885,0.40625
0.6948723793029785,0.746916651725769,1.2666053771972656,0.53125
0.7169241309165955,0.7485833168029785,1.2675831317901611,0.515625
0.7053958177566528,0.7612500190734863,1.0356029272079468,0.546875
0.7174578309059143,0.7595833539962769,1.0432182550430298,0.609375
0.7115070819854736,0.7696666717529297,1.4010224342346191,0.453125
0.7011944055557251,0.7584166526794434,1.1855837106704712,0.546875
0.7216657996177673,0.7555833458900452,1.1692328453063965,0.5625
0.7181448340415955,0.7404999732971191,0.9682750701904297,0.5625
0.7053164839744568,0.7839999794960022,1.3410422801971436,0.53125
0.7003860473632812,0.7774999737739563,1.215794324874878,0.5
0.7047873735427856,0.765500009059906,1.0310102701187134,0.5625
